Vaccinated As of,State,First Dose Administered,Second Dose Administered,Total Doses Administered
27/04/2021,Odisha,4839305,854850,5694155
27/04/2021,Puducherry,164777,23046,187823
27/04/2021,Punjab,2779390,352241,3131631
27/04/2021,Rajasthan,10578645,2081170,12659815
27/04/2021,Sikkim,157168,36666,193834
27/04/2021,Tamil Nadu,4496115,1129976,5626091
27/04/2021,Telangana,3837585,562851,4400436
27/04/2021,Tripura,856929,257028,1113957
27/04/2021,Uttar Pradesh,9953815,2107488,12061303
27/04/2021,Uttarakhand,1585720,365797,1951517
27/04/2021,West Bengal,8467479,1970756,10438235
27/04/2021,Miscellaneous,1660246,1277571,2937817
27/04/2021,Total,122930008,24897359,147827367
28/04/2021,Andaman and Nicobar Islands,91394,10376,101770
28/04/2021,Andhra Pradesh,4955417,1327070,6282487
28/04/2021,Arunachal Pradesh,176893,50965,227858
28/04/2021,Assam,1768084,476035,2244119
28/04/2021,Bihar,5752806,1009704,6762510
28/04/2021,Chandigarh,151928,44127,196055
28/04/2021,Chhattisgarh,4807765,661947,5469712
28/04/2021,Dadra and Nagar Haveli and Daman and Diu,78216,14973,93189
28/04/2021,Delhi,2512517,635401,3147918
28/04/2021,Goa,262813,68918,331731
28/04/2021,Gujarat,9787790,2267073,12054863
28/04/2021,Haryana,3148162,528007,3676169
28/04/2021,Himachal Pradesh,1468118,221742,1689860
28/04/2021,Jammu and Kashmir,1905011,351789,2256800
28/04/2021,Jharkhand,2603204,449965,3053169
28/04/2021,Karnataka,7864810,1412734,9277544
28/04/2021,Kerala,5967887,1176235,7144122
28/04/2021,Ladakh,74000,31915,105915
28/04/2021,Lakshadweep,18183,3974,22157
28/04/2021,Madhya Pradesh,7020092,1051656,8071748
28/04/2021,Maharashtra,13184829,2393333,15578162
28/04/2021,Manipur,155238,58999,214237
28/04/2021,Meghalaya,202369,56629,258998
28/04/2021,Mizoram,199993,43924,243917
28/04/2021,Nagaland,150926,38839,189765
28/04/2021,Odisha,4868475,874980,5743455
28/04/2021,Puducherry,166078,24656,190734
28/04/2021,Punjab,2837684,374137,3211821
28/04/2021,Rajasthan,10670385,2142588,12812973
28/04/2021,Sikkim,158440,38479,196919
28/04/2021,Tamil Nadu,4544687,1196900,5741587
28/04/2021,Telangana,3956425,586863,4543288
28/04/2021,Tripura,866472,274202,1140674
28/04/2021,Uttar Pradesh,10019065,2150445,12169510
28/04/2021,Uttarakhand,1610775,379456,1990231
28/04/2021,West Bengal,8540388,2091699,10632087
28/04/2021,Miscellaneous,1664824,1287770,2952594
28/04/2021,Total,124212143,25808505,150020648
29/04/2021,Andaman and Nicobar Islands,92417,10581,102998
29/04/2021,Andhra Pradesh,4988520,1365533,6354053
29/04/2021,Arunachal Pradesh,182172,52555,234727
29/04/2021,Assam,1848344,502816,2351160
29/04/2021,Bihar,5822440,1048471,6870911
29/04/2021,Chandigarh,155687,46218,201905
29/04/2021,Chhattisgarh,4823964,683619,5507583
29/04/2021,Dadra and Nagar Haveli and Daman and Diu,78680,15468,94148
29/04/2021,Delhi,2558207,666732,3224939
29/04/2021,Goa,269799,70944,340743
29/04/2021,Gujarat,9874554,2378124,12252678
29/04/2021,Haryana,3177616,545954,3723570
29/04/2021,Himachal Pradesh,1505390,237777,1743167
29/04/2021,Jammu and Kashmir,1947275,364162,2311437
29/04/2021,Jharkhand,2619359,463774,3083133
29/04/2021,Karnataka,7940789,1459600,9400389
29/04/2021,Kerala,6006406,1222823,7229229
29/04/2021,Ladakh,74391,33014,107405
29/04/2021,Lakshadweep,18576,4074,22650
29/04/2021,Madhya Pradesh,7022410,1054584,8076994
29/04/2021,Maharashtra,13360594,2510559,15871153
29/04/2021,Manipur,168275,60069,228344
29/04/2021,Meghalaya,216713,58387,275100
29/04/2021,Mizoram,206116,44330,250446
29/04/2021,Nagaland,155612,39817,195429
29/04/2021,Odisha,4889676,889346,5779022
29/04/2021,Puducherry,167670,26214,193884
29/04/2021,Punjab,2896977,397024,3294001
29/04/2021,Rajasthan,10745782,2191129,12936911
29/04/2021,Sikkim,159827,40759,200586
29/04/2021,Tamil Nadu,4590062,1255826,5845888
29/04/2021,Telangana,4010945,602246,4613191
29/04/2021,Tripura,882553,308069,1190622
29/04/2021,Uttar Pradesh,10126798,2228757,12355555
29/04/2021,Uttarakhand,1637791,395796,2033587
29/04/2021,West Bengal,8596500,2185636,10782136
29/04/2021,Miscellaneous,1668042,1297463,2965505
29/04/2021,Total,125486929,26758250,152245179
30/04/2021,Andaman and Nicobar Islands,93493,10881,104374
30/04/2021,Andhra Pradesh,5112553,1467264,6579817
30/04/2021,Arunachal Pradesh,187159,54324,241483
30/04/2021,Assam,1950117,534496,2484613
30/04/2021,Bihar,5882397,1085837,6968234
30/04/2021,Chandigarh,160071,48418,208489
30/04/2021,Chhattisgarh,4853099,718000,5571099
30/04/2021,Dadra and Nagar Haveli and Daman and Diu,79358,16138,95496
30/04/2021,Delhi,2581796,690332,3272128
30/04/2021,Goa,277125,72593,349718
30/04/2021,Gujarat,9965898,2492610,12458508
30/04/2021,Haryana,3199113,559402,3758515
30/04/2021,Himachal Pradesh,1541271,252131,1793402
30/04/2021,Jammu and Kashmir,1975108,373155,2348263
30/04/2021,Jharkhand,2635990,478134,3114124
30/04/2021,Karnataka,8091599,1551873,9643472
30/04/2021,Kerala,6051411,1325775,7377186
30/04/2021,Ladakh,74661,33852,108513
30/04/2021,Lakshadweep,18943,4197,23140
30/04/2021,Madhya Pradesh,7023032,1056496,8079528
30/04/2021,Maharashtra,13562148,2622675,16184823
30/04/2021,Manipur,189159,61155,250314
30/04/2021,Meghalaya,230785,59941,290726
30/04/2021,Mizoram,211363,44733,256096
30/04/2021,Nagaland,158599,40215,198814
30/04/2021,Odisha,4928831,928900,5857731
30/04/2021,Puducherry,169451,28339,197790
30/04/2021,Punjab,2969346,425392,3394738
30/04/2021,Rajasthan,10797385,2224937,13022322
30/04/2021,Sikkim,161083,42883,203966
30/04/2021,Tamil Nadu,4635447,1312353,5947800
30/04/2021,Telangana,4152684,628544,4781228
30/04/2021,Tripura,898932,338806,1237738
30/04/2021,Uttar Pradesh,10241537,2317497,12559034
30/04/2021,Uttarakhand,1662261,413882,2076143
30/04/2021,West Bengal,8662504,2309974,10972478
30/04/2021,Miscellaneous,1671037,1306755,2977792
30/04/2021,Total,127056746,27932889,154989635
01/05/2021,Andaman and Nicobar Islands,94050,11113,105163
01/05/2021,Andhra Pradesh,5178514,1521734,6700248
01/05/2021,Arunachal Pradesh,189935,55698,245633
01/05/2021,Assam,2018850,554699,2573549
01/05/2021,Bihar,5929577,1119367,7048944
01/05/2021,Chandigarh,163638,49636,213274
01/05/2021,Chhattisgarh,4878221,744712,5622933
01/05/2021,Dadra and Nagar Haveli and Daman and Diu,79824,16580,96404
01/05/2021,Delhi,2615985,712661,3328646
01/05/2021,Goa,282295,73435,355730
01/05/2021,Gujarat,10159249,2589781,12749030
01/05/2021,Haryana,3213944,565780,3779724
01/05/2021,Himachal Pradesh,1562625,261351,1823976
01/05/2021,Jammu and Kashmir,1997474,381082,2378556
01/05/2021,Jharkhand,2650132,489441,3139573
01/05/2021,Karnataka,8182326,1599857,9782183
01/05/2021,Kerala,6072156,1356764,7428920
01/05/2021,Ladakh,75007,34471,109478
01/05/2021,Lakshadweep,19176,4279,23455
01/05/2021,Madhya Pradesh,7046736,1105065,8151801
01/05/2021,Maharashtra,13662818,2659518,16322336
01/05/2021,Manipur,202052,61750,263802
01/05/2021,Meghalaya,237337,60630,297967
01/05/2021,Mizoram,214013,44909,258922
01/05/2021,Nagaland,159659,40327,199986
01/05/2021,Odisha,4938814,933924,5872738
01/05/2021,Puducherry,170748,29158,199906
01/05/2021,Punjab,3032662,445009,3477671
01/05/2021,Rajasthan,10842068,2250711,13092779
01/05/2021,Sikkim,161460,43669,205129
01/05/2021,Tamil Nadu,4683293,1362335,6045628
01/05/2021,Telangana,4158702,630248,4788950
01/05/2021,Tripura,907588,353849,1261437
01/05/2021,Uttar Pradesh,10349479,2371315,12720794
01/05/2021,Uttarakhand,1672477,424276,2096753
01/05/2021,West Bengal,8694518,2370153,11064671
01/05/2021,Miscellaneous,1673751,1315591,2989342
01/05/2021,Total,128171153,28644878,156816031
02/05/2021,Andaman and Nicobar Islands,94126,11160,105286
02/05/2021,Andhra Pradesh,5176374,1519932,6696306
02/05/2021,Arunachal Pradesh,190516,56066,246582
02/05/2021,Assam,2033507,556769,2590276
02/05/2021,Bihar,5965700,1145575,7111275
02/05/2021,Chandigarh,165616,50277,215893
02/05/2021,Chhattisgarh,4887678,759407,5647085
02/05/2021,Dadra and Nagar Haveli and Daman and Diu,79890,16729,96619
02/05/2021,Delhi,2613232,711690,3324922
02/05/2021,Goa,284559,73720,358279
02/05/2021,Gujarat,10160860,2641791,12802651
02/05/2021,Haryana,3230227,566615,3796842
02/05/2021,Himachal Pradesh,1566261,262692,1828953
02/05/2021,Jammu and Kashmir,2027655,387799,2415454
02/05/2021,Jharkhand,2653045,493777,3146822
02/05/2021,Karnataka,8204633,1612764,9817397
02/05/2021,Kerala,6069748,1356416,7426164
02/05/2021,Ladakh,75063,34631,109694
02/05/2021,Lakshadweep,19368,4318,23686
02/05/2021,Madhya Pradesh,7045957,1108964,8154921
02/05/2021,Maharashtra,13677535,2665223,16342758
02/05/2021,Manipur,205036,61754,266790
02/05/2021,Meghalaya,237838,60571,298409
02/05/2021,Mizoram,213937,44878,258815
02/05/2021,Nagaland,159923,40345,200268
02/05/2021,Odisha,4939823,934584,5874407
02/05/2021,Puducherry,170709,29317,200026
02/05/2021,Punjab,3047712,450811,3498523
02/05/2021,Rajasthan,10894122,2279304,13173426
02/05/2021,Sikkim,161376,43614,204990
02/05/2021,Tamil Nadu,4679186,1367098,6046284
02/05/2021,Telangana,4157895,629638,4787533
02/05/2021,Tripura,909643,357419,1267062
02/05/2021,Uttar Pradesh,10334378,2371136,12705514
02/05/2021,Uttarakhand,1674216,427663,2101879
02/05/2021,West Bengal,8692801,2373485,11066286
02/05/2021,Miscellaneous,1674132,1315998,2990130
02/05/2021,Total,128374277,28823930,157198207
03/05/2021,Andaman and Nicobar Islands,94599,11604,106203
03/05/2021,Andhra Pradesh,5192245,1536793,6729038
03/05/2021,Arunachal Pradesh,193635,58650,252285
03/05/2021,Assam,2094437,578883,2673320
03/05/2021,Bihar,6012682,1205221,7217903
03/05/2021,Chandigarh,168366,51789,220155
03/05/2021,Chhattisgarh,4897308,781887,5679195
03/05/2021,Dadra and Nagar Haveli and Daman and Diu,80186,17238,97424
03/05/2021,Delhi,2674884,739324,3414208
03/05/2021,Goa,288525,74784,363309
03/05/2021,Gujarat,10228418,2722190,12950608
03/05/2021,Haryana,3279173,575269,3854442
03/05/2021,Himachal Pradesh,1591608,278694,1870302
03/05/2021,Jammu and Kashmir,2062003,402049,2464052
03/05/2021,Jharkhand,2660224,504088,3164312
03/05/2021,Karnataka,8245108,1647241,9892349
03/05/2021,Kerala,6089361,1419076,7508437
03/05/2021,Ladakh,75687,35326,111013
03/05/2021,Lakshadweep,19475,4484,23959
03/05/2021,Madhya Pradesh,7060213,1162769,8222982
03/05/2021,Maharashtra,13736214,2685938,16422152
03/05/2021,Manipur,218307,62959,281266
03/05/2021,Meghalaya,245169,61901,307070
03/05/2021,Mizoram,218489,45096,263585
03/05/2021,Nagaland,163471,41698,205169
03/05/2021,Odisha,4954922,961539,5916461
03/05/2021,Puducherry,171609,30859,202468
03/05/2021,Punjab,3070416,461813,3532229
03/05/2021,Rajasthan,10995522,2342871,13338393
03/05/2021,Sikkim,161782,45732,207514
03/05/2021,Tamil Nadu,4705715,1417446,6123161
03/05/2021,Telangana,4177282,637119,4814401
03/05/2021,Tripura,912966,369401,1282367
03/05/2021,Uttar Pradesh,10420459,2444846,12865305
03/05/2021,Uttarakhand,1677190,433875,2111065
03/05/2021,West Bengal,8712185,2530899,11243084
03/05/2021,Miscellaneous,1677577,1324158,3001735
03/05/2021,Total,129227412,29705509,158932921
04/05/2021,Andaman and Nicobar Islands,94939,11941,106880
04/05/2021,Andhra Pradesh,5198955,1543745,6742700
04/05/2021,Arunachal Pradesh,196075,60445,256520
04/05/2021,Assam,2147838,598670,2746508
04/05/2021,Bihar,6061183,1266935,7328118
04/05/2021,Chandigarh,171295,53483,224778
04/05/2021,Chhattisgarh,4904625,800988,5705613
04/05/2021,Dadra and Nagar Haveli and Daman and Diu,80478,17752,98230
04/05/2021,Delhi,2740053,764655,3504708
04/05/2021,Goa,292306,75941,368247
04/05/2021,Gujarat,10308883,2761603,13070486
04/05/2021,Haryana,3333546,591014,3924560
04/05/2021,Himachal Pradesh,1616831,296503,1913334
04/05/2021,Jammu and Kashmir,2086235,411593,2497828
04/05/2021,Jharkhand,2667531,515071,3182602
04/05/2021,Karnataka,8274897,1673434,9948331
04/05/2021,Kerala,6105329,1466846,7572175
04/05/2021,Ladakh,77203,35581,112784
04/05/2021,Lakshadweep,19615,4688,24303
04/05/2021,Madhya Pradesh,7064866,1177868,8242734
04/05/2021,Maharashtra,13792116,2728757,16520873
04/05/2021,Manipur,228147,63753,291900
04/05/2021,Meghalaya,251301,63092,314393
04/05/2021,Mizoram,221756,45673,267429
04/05/2021,Nagaland,165818,43798,209616
04/05/2021,Odisha,4967746,976874,5944620
04/05/2021,Puducherry,172234,32118,204352
04/05/2021,Punjab,3083481,467985,3551466
04/05/2021,Rajasthan,11086073,2388375,13474448
04/05/2021,Sikkim,162323,47609,209932
04/05/2021,Tamil Nadu,4730022,1458823,6188845
04/05/2021,Telangana,4225048,653647,4878695
04/05/2021,Tripura,915984,385274,1301258
04/05/2021,Uttar Pradesh,10507449,2517434,13024883
04/05/2021,Uttarakhand,1686003,453620,2139623
04/05/2021,West Bengal,8725790,2659546,11385336
04/05/2021,Miscellaneous,1680481,1334599,3015080
04/05/2021,Total,130044455,30449733,160494188
05/05/2021,Andaman and Nicobar Islands,95314,12442,107756
05/05/2021,Andhra Pradesh,5242484,1673973,6916457
05/05/2021,Arunachal Pradesh,198919,62436,261355
05/05/2021,Assam,2170773,608916,2779689
05/05/2021,Bihar,6105905,1324259,7430164
05/05/2021,Chandigarh,174417,55201,229618
05/05/2021,Chhattisgarh,4911837,820441,5732278
05/05/2021,Dadra and Nagar Haveli and Daman and Diu,80812,18320,99132
05/05/2021,Delhi,2796271,776040,3572311
05/05/2021,Goa,295620,77408,373028
05/05/2021,Gujarat,10383723,2847755,13231478
05/05/2021,Haryana,3372017,612047,3984064
05/05/2021,Himachal Pradesh,1635184,310746,1945930
05/05/2021,Jammu and Kashmir,2123473,426826,2550299
05/05/2021,Jharkhand,2675223,529807,3205030
05/05/2021,Karnataka,8347732,1763750,10111482
05/05/2021,Kerala,6112746,1482075,7594821
05/05/2021,Ladakh,79168,35889,115057
05/05/2021,Lakshadweep,19750,4926,24676
05/05/2021,Madhya Pradesh,7087932,1269485,8357417
05/05/2021,Maharashtra,13915088,2866631,16781719
05/05/2021,Manipur,239359,64707,304066
05/05/2021,Meghalaya,256409,64304,320713
05/05/2021,Mizoram,225105,45887,270992
05/05/2021,Nagaland,168445,44667,213112
05/05/2021,Odisha,4979757,988008,5967765
05/05/2021,Puducherry,173041,33951,206992
05/05/2021,Punjab,3129157,498575,3627732
05/05/2021,Rajasthan,11167216,2430151,13597367
05/05/2021,Sikkim,162673,49488,212161
05/05/2021,Tamil Nadu,4753074,1496168,6249242
05/05/2021,Telangana,4271681,685276,4956957
05/05/2021,Tripura,918570,401043,1319613
05/05/2021,Uttar Pradesh,10590061,2585264,13175325
05/05/2021,Uttarakhand,1698434,484551,2182985
05/05/2021,West Bengal,8733710,2741661,11475371
05/05/2021,Miscellaneous,1683771,1345414,3029185
05/05/2021,Total,130974851,31538488,162513339
06/05/2021,Andaman and Nicobar Islands,96017,12812,108829
06/05/2021,Andhra Pradesh,5275927,1794315,7070242
06/05/2021,Arunachal Pradesh,202234,64735,266969
06/05/2021,Assam,2204065,623496,2827561
06/05/2021,Bihar,6149968,1388358,7538326
06/05/2021,Chandigarh,177729,58041,235770
06/05/2021,Chhattisgarh,4920177,846682,5766859
06/05/2021,Dadra and Nagar Haveli and Daman and Diu,81148,19134,100282
06/05/2021,Delhi,2877331,810452,3687783
06/05/2021,Goa,300071,79251,379322
06/05/2021,Gujarat,10454001,2966246,13420247
06/05/2021,Haryana,3440581,646093,4086674
06/05/2021,Himachal Pradesh,1656155,333536,1989691
06/05/2021,Jammu and Kashmir,2152632,443821,2596453
06/05/2021,Jharkhand,2683024,541344,3224368
06/05/2021,Karnataka,8406980,1845420,10252400
06/05/2021,Kerala,6128668,1567209,7695877
06/05/2021,Ladakh,80912,36198,117110
06/05/2021,Lakshadweep,19838,5108,24946
06/05/2021,Madhya Pradesh,7118526,1343950,8462476
06/05/2021,Maharashtra,14162312,3081145,17243457
06/05/2021,Manipur,248329,65545,313874
06/05/2021,Meghalaya,263467,65907,329374
06/05/2021,Mizoram,228855,46324,275179
06/05/2021,Nagaland,170091,45612,215703
06/05/2021,Odisha,4995571,1021844,6017415
06/05/2021,Puducherry,173867,36027,209894
06/05/2021,Punjab,3176837,528423,3705260
06/05/2021,Rajasthan,11231650,2469122,13700772
06/05/2021,Sikkim,163340,51377,214717
06/05/2021,Tamil Nadu,4783045,1553407,6336452
06/05/2021,Telangana,4321827,715976,5037803
06/05/2021,Tripura,922039,425865,1347904
06/05/2021,Uttar Pradesh,10671374,2659209,13330583
06/05/2021,Uttarakhand,1719526,521939,2241465
06/05/2021,West Bengal,8743034,2816845,11559879
06/05/2021,Miscellaneous,1686676,1354466,3041142
06/05/2021,Total,132087824,32885234,164973058
07/05/2021,Andaman and Nicobar Islands,96702,13166,109868
07/05/2021,Andhra Pradesh,5305880,1861719,7167599
07/05/2021,Arunachal Pradesh,204766,67424,272190
07/05/2021,Assam,2267864,641676,2909540
07/05/2021,Bihar,6185149,1432083,7617232
07/05/2021,Chandigarh,180958,60380,241338
07/05/2021,Chhattisgarh,4926238,865210,5791448
07/05/2021,Dadra and Nagar Haveli and Daman and Diu,81698,20094,101792
07/05/2021,Delhi,2945498,822549,3768047
07/05/2021,Goa,304465,81236,385701
07/05/2021,Gujarat,10522995,3083689,13606684
07/05/2021,Haryana,3504875,684732,4189607
07/05/2021,Himachal Pradesh,1669330,349372,2018702
07/05/2021,Jammu and Kashmir,2188417,464090,2652507
07/05/2021,Jharkhand,2691177,554458,3245635
07/05/2021,Karnataka,8443913,1922619,10366532
07/05/2021,Kerala,6153727,1700323,7854050
07/05/2021,Ladakh,81744,36337,118081
07/05/2021,Lakshadweep,19923,5344,25267
07/05/2021,Madhya Pradesh,7123166,1356097,8479263
07/05/2021,Maharashtra,14383450,3234269,17617719
07/05/2021,Manipur,255855,66332,322187
07/05/2021,Meghalaya,270542,67200,337742
07/05/2021,Mizoram,230488,46817,277305
07/05/2021,Nagaland,171595,46252,217847
07/05/2021,Odisha,5011769,1082478,6094247
07/05/2021,Puducherry,174721,38136,212857
07/05/2021,Punjab,3217128,556162,3773290
07/05/2021,Rajasthan,11298842,2543148,13841990
07/05/2021,Sikkim,163675,53764,217439
07/05/2021,Tamil Nadu,4814633,1608046,6422679
07/05/2021,Telangana,4371198,745850,5117048
07/05/2021,Tripura,926237,449290,1375527
07/05/2021,Uttar Pradesh,10745272,2725710,13470982
07/05/2021,Uttarakhand,1733697,554298,2287995
07/05/2021,West Bengal,8755459,3030490,11785949
07/05/2021,Miscellaneous,1689400,1363258,3052658
07/05/2021,Total,133112446,34234098,167346544
08/05/2021,Andaman and Nicobar Islands,97202,13455,110657
08/05/2021,Andhra Pradesh,5321023,1973448,7294471
08/05/2021,Arunachal Pradesh,206638,69838,276476
08/05/2021,Assam,2334686,656209,2990895
08/05/2021,Bihar,6216512,1470862,7687374
08/05/2021,Chandigarh,184636,62993,247629
08/05/2021,Chhattisgarh,4931083,883731,5814814
08/05/2021,Dadra and Nagar Haveli and Daman and Diu,82064,20770,102834
08/05/2021,Delhi,3035798,861391,3897189
08/05/2021,Goa,308443,83002,391445
08/05/2021,Gujarat,10586908,3199277,13786185
08/05/2021,Haryana,3554704,712044,4266748
08/05/2021,Himachal Pradesh,1678113,359630,2037743
08/05/2021,Jammu and Kashmir,2212016,480864,2692880
08/05/2021,Jharkhand,2700008,569702,3269710
08/05/2021,Karnataka,8469643,2018208,10487851
08/05/2021,Kerala,6169344,1764559,7933903
08/05/2021,Ladakh,82790,36486,119276
08/05/2021,Lakshadweep,19955,5500,25455
08/05/2021,Madhya Pradesh,7163413,1431775,8595188
08/05/2021,Maharashtra,14542681,3316183,17858864
08/05/2021,Manipur,262930,66875,329805
08/05/2021,Meghalaya,274314,67895,342209
08/05/2021,Mizoram,230871,46989,277860
08/05/2021,Nagaland,171744,46344,218088
08/05/2021,Odisha,5026362,1133636,6159998
08/05/2021,Puducherry,175469,39978,215447
08/05/2021,Punjab,3251966,584564,3836530
08/05/2021,Rajasthan,11370196,2649328,14019524
